Product_Name,Category,Brand,Previous_Price,Current_Price,Expected_Future_Price,Growth_Rate,Date,Location,Quantity,Discount
Silver 1g,Silver,Market,86.67,95.22,101.8,9.87,2023-07-14,Chennai,2,4
Silver 1g,Silver,Market,85.98,107.63,126.6,25.18,2024-01-30,Bangalore,9,14
Diesel 1L,Fuel,HP,106.03,125.14,140.93,18.02,2025-05-10,Kolkata,3,22
Diesel 1L,Fuel,BPCL,98.33,108.26,115.91,10.1,2024-11-13,Mumbai,10,22
Milk 1L,Grocery,Amul,75.77,82.53,87.68,8.92,2024-12-10,Kolkata,2,14
Silver 1g,Silver,Market,70.44,72.66,74.26,3.15,2023-11-30,Mumbai,9,18
Lenovo LOQ,Laptop,Lenovo,84920.42,108718.52,130045.62,28.02,2023-02-23,Delhi,1,0
Lenovo LOQ,Laptop,Dell,61978.25,70092.17,76515.48,13.09,2023-08-08,Hyderabad,10,12
Silver 1g,Silver,Market,82.85,96.91,108.42,16.97,2023-07-10,Pune,4,20
Sugar 1kg,Grocery,Aashirvaad,71.32,71.72,72.0,0.56,2024-02-24,Delhi,9,17
Realme GT,Mobile,Apple,76947.53,85534.41,92216.0,11.16,2024-06-05,Chennai,9,14
Sugar 1kg,Grocery,Madhur,35.83,37.88,39.4,5.72,2024-04-28,Delhi,4,3
Petrol 1L,Fuel,BPCL,95.44,101.29,105.64,6.13,2023-11-24,Delhi,7,7
Silver 1g,Silver,Market,79.83,102.17,122.18,27.98,2023-11-12,Kolkata,6,12
Premium Rice 1kg,Rice,Fortune,71.94,82.65,91.26,14.89,2025-04-14,Pune,2,5
Onion 1kg,Vegetable,Local,46.75,50.68,53.66,8.41,2023-09-08,Delhi,4,25
Lenovo LOQ,Laptop,Lenovo,96003.99,127438.13,156646.66,32.74,2023-03-23,Kolkata,10,21
Petrol 1L,Fuel,BPCL,105.74,110.15,113.37,4.17,2023-12-07,Chennai,7,4
Bread,Grocery,Amul,100.94,126.49,148.9,25.31,2024-09-28,Bangalore,3,15
Gold 22K 1g,Gold,Market,6231.78,7169.22,7924.14,15.04,2023-12-25,Mumbai,2,22
Tomato 1kg,Vegetable,Local,33.08,39.52,44.91,19.47,2023-10-04,Mumbai,5,22
Gold 24K 1g,Gold,Market,5674.41,6708.26,7563.81,18.22,2023-04-10,Chennai,3,9
Potato 1kg,Vegetable,Local,48.77,59.07,67.8,21.12,2025-03-23,Chennai,5,4
Petrol 1L,Fuel,IndianOil,92.6,93.58,94.27,1.06,2023-06-08,Chennai,4,2
Petrol 1L,Fuel,BPCL,117.09,113.12,110.44,-3.39,2024-03-12,Hyderabad,5,8
Normal Rice 1kg,Rice,Local,40.51,48.08,54.37,18.69,2024-10-28,Delhi,10,15
Premium Rice 1kg,Rice,Local,65.62,71.12,75.29,8.38,2024-12-12,Kolkata,9,3
Asus TUF,Laptop,Asus,93770.47,111993.13,127227.87,19.43,2023-08-26,Hyderabad,10,22
Onion 1kg,Vegetable,Local,29.81,34.23,37.78,14.83,2025-01-28,Pune,4,24
Petrol 1L,Fuel,BPCL,83.77,97.18,108.07,16.01,2023-09-12,Bangalore,1,14
Dell Inspiron,Laptop,Asus,67311.96,67993.96,68476.2,1.01,2024-01-07,Kolkata,4,19
Gold 24K 1g,Gold,Market,4719.0,5426.97,5996.9,15.0,2023-11-27,Hyderabad,7,0
Silver 1g,Silver,Market,110.66,119.16,125.57,7.68,2025-06-19,Pune,5,8
Gold 24K 1g,Gold,Market,5278.64,6152.83,6866.1,16.56,2023-06-07,Kolkata,5,19
Premium Rice 1kg,Rice,Local,53.63,63.47,71.62,18.35,2023-03-10,Chennai,4,13
Gold 22K 1g,Gold,Market,6018.36,6517.0,6894.97,8.29,2024-07-05,Hyderabad,9,9
Gold 22K 1g,Gold,Market,6018.45,6292.05,6492.28,4.55,2025-04-25,Kolkata,3,16
Diesel 1L,Fuel,IndianOil,100.23,102.78,104.61,2.54,2024-01-22,Delhi,9,20
Sugar 1kg,Grocery,Britannia,38.25,47.73,56.01,24.78,2023-04-07,Delhi,1,18
Diesel 1L,Fuel,IndianOil,87.77,94.92,100.33,8.15,2024-08-12,Bangalore,8,25
Normal Rice 1kg,Rice,Fortune,60.28,62.85,64.73,4.26,2024-01-14,Delhi,2,19
Premium Rice 1kg,Rice,Local,68.42,83.02,95.42,21.34,2024-07-14,Bangalore,6,19
Gold 22K 1g,Gold,Market,5072.82,5548.06,5911.89,9.37,2023-08-06,Kolkata,10,18
Petrol 1L,Fuel,HP,74.15,87.55,98.63,18.07,2023-07-06,Kolkata,2,5
Petrol 1L,Fuel,IndianOil,98.12,107.16,114.07,9.21,2023-06-03,Chennai,9,4
Petrol 1L,Fuel,HP,111.71,135.67,156.04,21.45,2024-04-19,Bangalore,9,16
Potato 1kg,Vegetable,Local,46.71,58.42,68.67,25.07,2024-08-28,Pune,9,19
Diesel 1L,Fuel,HP,100.17,117.31,131.36,17.11,2024-05-17,Delhi,2,8
Onion 1kg,Vegetable,Local,51.75,62.45,71.49,20.68,2023-02-21,Kolkata,8,5
Gold 24K 1g,Gold,Market,6573.75,8347.17,9923.46,26.98,2024-04-12,Bangalore,6,7
Onion 1kg,Vegetable,Local,65.54,80.91,94.19,23.45,2024-11-27,Bangalore,9,14
Premium Rice 1kg,Rice,Fortune,72.59,96.3,118.32,32.66,2023-12-09,Delhi,6,22
Gold 22K 1g,Gold,Market,5398.73,6087.95,6632.0,12.77,2023-03-29,Delhi,8,4
Normal Rice 1kg,Rice,Fortune,58.92,66.9,73.24,13.54,2024-05-03,Chennai,5,20
Tomato 1kg,Vegetable,Local,65.02,75.48,83.98,16.09,2024-05-06,Kolkata,5,10
Petrol 1L,Fuel,IndianOil,91.21,93.3,94.8,2.29,2023-01-31,Kolkata,2,20
Normal Rice 1kg,Rice,IndiaGate,40.12,41.69,42.83,3.91,2024-01-14,Delhi,8,10
Diesel 1L,Fuel,IndianOil,77.18,79.82,81.73,3.42,2024-12-31,Delhi,9,3
Bread,Grocery,Aashirvaad,84.19,96.07,105.56,14.11,2025-06-02,Mumbai,5,7
Redmi Note 14,Mobile,Realme,35994.19,37192.16,38058.65,3.33,2024-10-18,Delhi,7,6
Diesel 1L,Fuel,BPCL,93.35,112.33,128.32,20.33,2024-11-16,Chennai,3,7
OnePlus 12,Mobile,Apple,70180.63,77384.07,82944.04,10.26,2025-02-14,Delhi,7,14
Silver 1g,Silver,Market,101.53,117.57,130.57,15.8,2025-04-27,Delhi,9,9
Redmi Note 14,Mobile,Samsung,76806.05,82459.51,86708.23,7.36,2024-08-24,Chennai,7,15
Asus TUF,Laptop,Lenovo,60512.0,67353.4,72683.82,11.31,2023-12-15,Mumbai,8,22
Bread,Grocery,Aashirvaad,80.93,93.57,103.8,15.62,2024-07-17,Mumbai,10,16
Petrol 1L,Fuel,HP,86.47,111.92,134.98,29.43,2024-05-06,Kolkata,2,19
Potato 1kg,Vegetable,Local,63.7,71.25,77.16,11.85,2023-09-09,Mumbai,4,20
Redmi Note 14,Mobile,Realme,61982.15,68642.58,73805.88,10.75,2024-07-19,Chennai,9,18
Sugar 1kg,Grocery,Amul,30.74,34.62,37.68,12.62,2024-03-17,Bangalore,4,3
Gold 22K 1g,Gold,Market,5488.17,6236.42,6831.61,13.63,2023-09-12,Hyderabad,2,23
Silver 1g,Silver,Market,61.87,80.19,96.81,29.61,2023-11-17,Bangalore,4,5
Gold 24K 1g,Gold,Market,6690.4,8488.49,10085.43,26.88,2024-03-10,Chennai,10,2
Gold 22K 1g,Gold,Market,6827.72,7447.95,7921.55,9.08,2025-03-22,Delhi,5,16
Tomato 1kg,Vegetable,Local,24.16,27.61,30.37,14.28,2025-05-23,Kolkata,4,17
Normal Rice 1kg,Rice,Fortune,43.0,53.97,63.61,25.51,2024-12-19,Kolkata,10,22
Diesel 1L,Fuel,IndianOil,83.54,99.94,113.67,19.63,2024-12-07,Chennai,9,15
HP Victus,Laptop,HP,80956.07,97344.0,111137.74,20.24,2025-03-08,Hyderabad,8,1
iPhone 15,Mobile,Xiaomi,61982.94,73106.86,82291.07,17.95,2023-09-15,Kolkata,1,9
Normal Rice 1kg,Rice,IndiaGate,69.72,81.06,90.29,16.27,2025-05-11,Delhi,6,4
Gold 22K 1g,Gold,Market,6548.58,7043.87,7416.8,7.56,2024-04-30,Pune,3,1
Petrol 1L,Fuel,IndianOil,80.26,97.65,112.46,21.67,2024-06-25,Mumbai,1,21
Normal Rice 1kg,Rice,Fortune,34.96,46.53,57.31,33.09,2023-05-31,Bangalore,10,4
Onion 1kg,Vegetable,Local,21.08,24.41,27.11,15.8,2023-06-13,Hyderabad,6,1
Petrol 1L,Fuel,BPCL,82.65,96.62,108.05,16.9,2024-09-05,Pune,10,15
Tomato 1kg,Vegetable,Local,59.76,67.6,73.81,13.12,2023-09-23,Kolkata,7,3
Gold 24K 1g,Gold,Market,5084.7,5791.22,6354.5,13.9,2024-08-09,Hyderabad,6,9
Wheat Flour,Grocery,Amul,72.78,88.21,101.3,21.2,2025-04-01,Chennai,10,1
Galaxy S24,Mobile,Samsung,71620.19,86038.66,98163.48,20.13,2024-03-02,Mumbai,5,21
Dell Inspiron,Laptop,Dell,38313.0,42515.48,45779.89,10.97,2024-01-12,Bangalore,7,17
Gold 24K 1g,Gold,Market,5040.37,5750.31,6317.26,14.09,2023-01-25,Mumbai,5,12
Gold 24K 1g,Gold,Market,6633.58,7186.67,7606.11,8.34,2023-10-19,Bangalore,9,6
Normal Rice 1kg,Rice,IndiaGate,54.06,56.36,58.04,4.25,2023-10-05,Pune,5,18
HP Victus,Laptop,Asus,78826.88,83353.28,86703.7,5.74,2023-02-03,Mumbai,2,8
HP Victus,Laptop,Lenovo,46356.36,50362.71,53409.53,8.64,2024-04-03,Kolkata,7,10
Diesel 1L,Fuel,HP,106.02,126.31,143.23,19.14,2023-11-23,Delhi,9,10
Gold 24K 1g,Gold,Market,5820.33,5717.94,5647.53,-1.76,2023-09-29,Delhi,10,4
Wheat Flour,Grocery,Amul,36.46,42.25,46.95,15.88,2025-05-12,Hyderabad,9,25
Gold 22K 1g,Gold,Market,6420.84,7954.74,9284.98,23.89,2023-09-22,Kolkata,8,4
Silver 1g,Silver,Market,63.83,77.26,88.64,21.04,2023-04-26,Delhi,1,12
OnePlus 12,Mobile,Apple,11614.72,12211.74,12651.14,5.14,2024-04-17,Bangalore,2,24
Gold 22K 1g,Gold,Market,5411.99,6460.77,7337.18,19.38,2024-07-27,Pune,7,19
Normal Rice 1kg,Rice,Local,58.66,67.8,75.19,15.58,2023-04-18,Kolkata,7,21
Diesel 1L,Fuel,IndianOil,75.14,92.92,108.31,23.66,2024-05-18,Pune,7,2
Lenovo LOQ,Laptop,Lenovo,81192.12,93475.02,103373.78,15.13,2025-04-08,Bangalore,6,4
Lenovo LOQ,Laptop,HP,104772.57,129233.3,150353.32,23.35,2023-03-23,Pune,5,4
Potato 1kg,Vegetable,Local,25.32,28.13,30.32,11.1,2023-10-01,Mumbai,2,0
Diesel 1L,Fuel,IndianOil,81.59,88.53,93.8,8.51,2023-10-29,Kolkata,5,3
Galaxy S24,Mobile,Apple,61107.01,75891.91,88745.39,24.2,2023-05-01,Pune,9,0
iPhone 15,Mobile,OnePlus,67674.49,83945.41,98073.46,24.04,2025-01-22,Hyderabad,1,18
Petrol 1L,Fuel,IndianOil,113.91,127.07,137.35,11.55,2024-08-29,Chennai,7,15
Normal Rice 1kg,Rice,IndiaGate,45.14,48.16,50.42,6.69,2024-08-04,Bangalore,9,6
Bread,Grocery,Madhur,36.96,46.91,55.75,26.92,2023-02-20,Chennai,5,13
Gold 24K 1g,Gold,Market,6198.07,7367.51,8340.57,18.87,2023-02-26,Mumbai,5,24
Realme GT,Mobile,OnePlus,24438.94,29330.58,33440.1,20.02,2025-05-23,Bangalore,4,2
Premium Rice 1kg,Rice,IndiaGate,77.39,93.01,106.15,20.18,2023-04-07,Pune,9,9
Bread,Grocery,Amul,98.78,132.92,165.08,34.56,2024-12-09,Delhi,7,11
Silver 1g,Silver,Market,78.36,90.88,101.04,15.98,2023-12-10,Bangalore,5,8
Normal Rice 1kg,Rice,Local,54.88,65.53,74.43,19.41,2023-03-31,Kolkata,1,0
Asus TUF,Laptop,Lenovo,96009.14,119427.21,139818.27,24.39,2025-03-05,Delhi,4,7
Redmi Note 14,Mobile,OnePlus,33082.09,32034.33,31324.13,-3.17,2023-08-04,Pune,8,3
Asus TUF,Laptop,Asus,75172.7,82319.39,87797.68,9.51,2025-03-16,Bangalore,9,9
Gold 22K 1g,Gold,Market,5176.39,5603.65,5927.42,8.25,2024-08-05,Kolkata,2,8
Gold 24K 1g,Gold,Market,6049.77,6314.14,6507.29,4.37,2025-04-23,Bangalore,4,11
Gold 24K 1g,Gold,Market,6071.02,6552.41,6916.1,7.93,2025-05-15,Bangalore,4,9
Realme GT,Mobile,Apple,40349.63,43648.62,46146.72,8.18,2024-09-26,Chennai,4,9
Silver 1g,Silver,Market,96.16,108.7,118.62,13.04,2023-02-23,Delhi,10,2
HP Victus,Laptop,Lenovo,92247.87,112586.47,129962.44,22.05,2024-10-22,Kolkata,9,1
Realme GT,Mobile,Xiaomi,24691.51,27606.71,29888.28,11.81,2024-08-01,Bangalore,7,20
HP Victus,Laptop,HP,86096.06,95254.26,102346.92,10.64,2024-06-10,Delhi,8,24
Silver 1g,Silver,Market,104.39,127.71,147.68,22.34,2024-03-19,Hyderabad,6,23
Lenovo LOQ,Laptop,HP,51422.03,52003.64,52415.37,1.13,2025-06-02,Mumbai,8,13
Bread,Grocery,Amul,37.99,41.98,45.07,10.5,2024-12-05,Delhi,2,12
HP Victus,Laptop,Lenovo,31492.32,36525.11,40611.07,15.98,2024-03-21,Kolkata,6,3
Potato 1kg,Vegetable,Local,69.0,78.09,85.29,13.17,2024-10-11,Delhi,1,16
Diesel 1L,Fuel,HP,78.14,96.08,111.52,22.96,2024-06-30,Hyderabad,7,6
Normal Rice 1kg,Rice,Fortune,70.71,88.48,104.05,25.13,2024-09-28,Chennai,1,18
HP Victus,Laptop,Lenovo,78126.73,86092.63,92237.31,10.2,2024-04-17,Hyderabad,10,15
Diesel 1L,Fuel,HP,81.38,99.68,115.37,22.49,2024-07-01,Pune,8,21
Premium Rice 1kg,Rice,Fortune,67.15,85.46,101.77,27.27,2024-11-05,Chennai,5,2
Premium Rice 1kg,Rice,IndiaGate,52.84,59.79,65.29,13.15,2024-06-16,Hyderabad,3,24
Asus TUF,Laptop,Lenovo,37610.99,43290.08,47865.7,15.1,2023-05-09,Bangalore,2,24
Silver 1g,Silver,Market,90.13,104.17,115.53,15.58,2024-04-03,Bangalore,8,3
Onion 1kg,Vegetable,Local,43.81,45.91,47.45,4.79,2024-06-09,Chennai,9,25
Milk 1L,Grocery,Madhur,94.82,94.72,94.65,-0.11,2025-04-05,Kolkata,9,7
OnePlus 12,Mobile,Realme,13855.42,14403.96,14803.14,3.96,2023-05-26,Delhi,10,25
HP Victus,Laptop,Dell,37285.32,45627.89,52774.34,22.37,2024-06-09,Mumbai,3,20
Silver 1g,Silver,Market,60.25,68.1,74.31,13.03,2023-12-18,Chennai,7,22
Lenovo LOQ,Laptop,Lenovo,97499.29,102887.15,106867.07,5.53,2023-05-22,Mumbai,2,1
Diesel 1L,Fuel,BPCL,88.37,95.34,100.6,7.89,2023-03-12,Bangalore,8,17
Gold 24K 1g,Gold,Market,5907.06,6974.3,7856.34,18.07,2025-04-02,Kolkata,4,24
Potato 1kg,Vegetable,Local,41.44,52.78,62.89,27.36,2023-08-19,Chennai,8,10
Asus TUF,Laptop,HP,110787.03,114679.76,117500.42,3.51,2025-02-12,Mumbai,7,9
Bread,Grocery,Britannia,72.33,78.47,83.13,8.49,2024-11-28,Mumbai,1,20
Milk 1L,Grocery,Britannia,85.03,108.69,129.86,27.83,2023-02-03,Mumbai,3,24
Silver 1g,Silver,Market,106.02,120.83,132.65,13.97,2024-05-13,Chennai,5,9
Petrol 1L,Fuel,IndianOil,76.0,98.37,118.64,29.43,2025-05-31,Chennai,2,25
Normal Rice 1kg,Rice,Fortune,63.68,72.78,80.06,14.29,2023-11-10,Kolkata,3,10
Premium Rice 1kg,Rice,Fortune,66.66,82.57,96.37,23.87,2024-12-15,Chennai,2,20
Premium Rice 1kg,Rice,Local,68.12,86.07,101.95,26.35,2024-06-14,Kolkata,10,17
Diesel 1L,Fuel,BPCL,82.53,106.69,128.55,29.27,2023-09-09,Mumbai,4,12
Sugar 1kg,Grocery,Amul,79.38,97.12,112.31,22.35,2025-01-09,Bangalore,5,18
Silver 1g,Silver,Market,66.25,73.81,79.71,11.41,2024-02-16,Pune,6,25
Lenovo LOQ,Laptop,Asus,63005.54,70685.18,76716.17,12.19,2024-08-06,Bangalore,10,17
Dell Inspiron,Laptop,Asus,63574.09,80998.73,96539.05,27.41,2023-06-07,Delhi,7,17
Tomato 1kg,Vegetable,Local,21.6,23.82,25.53,10.28,2023-03-20,Hyderabad,7,6
Tomato 1kg,Vegetable,Local,48.3,48.49,48.62,0.39,2024-08-02,Pune,8,16
Potato 1kg,Vegetable,Local,41.7,46.2,49.69,10.79,2024-06-25,Bangalore,5,13
Diesel 1L,Fuel,HP,92.12,96.65,99.98,4.92,2023-06-08,Bangalore,10,24
Diesel 1L,Fuel,HP,104.72,122.21,136.5,16.7,2023-04-07,Delhi,3,16
Tomato 1kg,Vegetable,Local,21.94,23.52,24.71,7.2,2024-02-15,Kolkata,8,7
Tomato 1kg,Vegetable,Local,18.68,23.12,26.97,23.77,2023-03-31,Mumbai,1,6
Gold 24K 1g,Gold,Market,5573.01,6535.94,7326.46,17.28,2024-03-02,Mumbai,9,22
Tomato 1kg,Vegetable,Local,40.36,47.33,53.05,17.27,2024-02-08,Kolkata,6,18
Diesel 1L,Fuel,IndianOil,81.01,99.24,114.87,22.5,2024-09-16,Delhi,3,23
Normal Rice 1kg,Rice,Fortune,69.27,76.4,81.9,10.29,2025-03-08,Bangalore,5,22
Wheat Flour,Grocery,Britannia,86.78,101.1,112.78,16.5,2025-01-13,Delhi,9,1
HP Victus,Laptop,Lenovo,54343.59,60202.62,64746.12,10.78,2024-07-01,Hyderabad,1,23
Normal Rice 1kg,Rice,Fortune,34.88,39.28,42.75,12.61,2023-07-12,Kolkata,6,22
Redmi Note 14,Mobile,Xiaomi,48749.26,61522.16,72805.85,26.2,2023-09-29,Bangalore,9,7
Tomato 1kg,Vegetable,Local,27.41,28.31,28.96,3.28,2024-08-01,Pune,8,11
Silver 1g,Silver,Market,57.93,66.74,73.84,15.21,2024-08-23,Pune,3,20
Onion 1kg,Vegetable,Local,70.18,73.72,76.32,5.04,2023-08-13,Mumbai,10,22
Gold 24K 1g,Gold,Market,5194.89,6390.14,7419.32,23.01,2023-11-08,Pune,8,23
Gold 24K 1g,Gold,Market,5483.34,6615.22,7571.09,20.64,2023-06-06,Hyderabad,8,12
Wheat Flour,Grocery,Britannia,75.92,94.31,110.3,24.22,2025-05-05,Mumbai,4,9
Asus TUF,Laptop,Dell,67063.68,75669.3,82466.23,12.83,2024-09-18,Kolkata,3,13
Asus TUF,Laptop,HP,108560.47,108967.89,109254.15,0.38,2025-05-27,Pune,3,5
Asus TUF,Laptop,HP,57457.1,59645.31,61235.39,3.81,2023-01-16,Delhi,10,11
Diesel 1L,Fuel,IndianOil,82.36,100.11,115.21,21.55,2023-04-12,Bangalore,10,11
Gold 24K 1g,Gold,Market,5338.0,6391.89,7275.26,19.74,2024-04-13,Chennai,5,25
Gold 22K 1g,Gold,Market,7019.59,6729.6,6534.99,-4.13,2023-12-24,Hyderabad,9,17
Dell Inspiron,Laptop,HP,51034.36,58699.32,64870.64,15.02,2024-04-12,Delhi,3,25
Petrol 1L,Fuel,IndianOil,83.43,83.25,83.12,-0.22,2025-06-13,Pune,8,10
Gold 24K 1g,Gold,Market,5567.01,5926.17,6193.8,6.45,2023-02-03,Bangalore,10,9
Silver 1g,Silver,Market,104.89,131.69,155.24,25.55,2023-02-08,Hyderabad,5,17
Potato 1kg,Vegetable,Local,36.33,40.54,43.83,11.59,2023-06-10,Kolkata,7,8
Premium Rice 1kg,Rice,Local,63.72,76.99,88.21,20.83,2024-10-22,Pune,9,14
Silver 1g,Silver,Market,99.74,109.06,116.19,9.34,2024-12-12,Hyderabad,3,18
Petrol 1L,Fuel,IndianOil,88.93,100.3,109.28,12.79,2024-12-15,Pune,2,25
OnePlus 12,Mobile,OnePlus,63044.62,82273.02,99838.12,30.5,2023-09-27,Delhi,9,1
Gold 24K 1g,Gold,Market,6902.23,7052.71,7160.34,2.18,2023-01-17,Bangalore,1,4
Milk 1L,Grocery,Britannia,55.31,67.26,77.43,21.61,2024-06-23,Bangalore,6,15
Petrol 1L,Fuel,HP,99.96,108.01,114.1,8.05,2023-06-12,Bangalore,3,10
Asus TUF,Laptop,Dell,96461.02,102508.58,107007.28,6.27,2024-10-24,Hyderabad,1,8
Silver 1g,Silver,Market,94.22,112.49,127.76,19.39,2025-05-08,Bangalore,6,22
Gold 24K 1g,Gold,Market,6145.72,6218.58,6270.19,1.19,2023-07-31,Hyderabad,2,11
HP Victus,Laptop,HP,96455.43,99966.0,102512.84,3.64,2024-12-05,Delhi,8,13
Onion 1kg,Vegetable,Local,42.22,46.18,49.21,9.38,2023-06-25,Bangalore,5,1
Realme GT,Mobile,OnePlus,47453.13,57558.35,66138.35,21.3,2024-03-14,Delhi,2,1
Sugar 1kg,Grocery,Madhur,77.15,96.74,113.94,25.39,2024-08-21,Delhi,7,19
Bread,Grocery,Amul,59.62,64.75,68.65,8.6,2023-08-17,Mumbai,5,15
Silver 1g,Silver,Market,101.48,120.41,136.13,18.65,2023-12-05,Hyderabad,9,10
Gold 24K 1g,Gold,Market,5941.72,6943.22,7762.43,16.86,2023-07-21,Kolkata,1,12
Diesel 1L,Fuel,IndianOil,89.89,111.37,130.0,23.9,2023-12-24,Delhi,5,4
Silver 1g,Silver,Market,84.25,97.95,109.1,16.26,2024-09-09,Mumbai,7,20
Premium Rice 1kg,Rice,Local,38.34,42.99,46.64,12.13,2024-12-17,Kolkata,2,7
Silver 1g,Silver,Market,81.14,95.69,107.7,17.93,2023-05-28,Pune,9,13
Diesel 1L,Fuel,BPCL,88.32,110.88,130.71,25.54,2023-11-10,Kolkata,10,1
Tomato 1kg,Vegetable,Local,73.71,79.44,83.76,7.77,2023-12-16,Mumbai,5,1
Gold 24K 1g,Gold,Market,6470.52,6640.15,6762.0,2.62,2024-03-10,Delhi,6,11
Silver 1g,Silver,Market,58.12,64.87,70.14,11.61,2023-04-07,Bangalore,8,21
Tomato 1kg,Vegetable,Local,31.82,32.56,33.09,2.33,2023-03-04,Pune,2,25
Bread,Grocery,Aashirvaad,65.65,75.19,82.84,14.53,2023-02-11,Mumbai,5,22
Onion 1kg,Vegetable,Local,28.84,31.49,33.52,9.19,2024-08-03,Pune,5,2
Milk 1L,Grocery,Aashirvaad,67.11,85.8,102.53,27.85,2025-01-13,Pune,3,18
Silver 1g,Silver,Market,71.16,78.31,83.82,10.05,2024-01-19,Hyderabad,5,9
Realme GT,Mobile,Realme,29589.15,35542.55,40548.42,20.12,2023-10-27,Bangalore,2,23
Sugar 1kg,Grocery,Aashirvaad,65.14,67.26,68.79,3.25,2023-07-22,Kolkata,9,4
Normal Rice 1kg,Rice,IndiaGate,76.74,81.47,84.99,6.16,2025-06-19,Mumbai,9,15
Sugar 1kg,Grocery,Amul,49.63,55.52,60.13,11.87,2023-10-01,Mumbai,6,15
HP Victus,Laptop,HP,78487.85,86174.97,92082.97,9.79,2025-06-12,Bangalore,5,16
Tomato 1kg,Vegetable,Local,53.3,56.15,58.25,5.35,2023-06-06,Kolkata,5,11
Redmi Note 14,Mobile,Apple,47987.29,50284.69,51969.86,4.79,2023-07-31,Chennai,4,14
Normal Rice 1kg,Rice,Fortune,86.67,94.52,100.51,9.06,2023-10-19,Kolkata,7,22
Potato 1kg,Vegetable,Local,17.31,22.24,26.67,28.48,2024-07-03,Pune,4,3
iPhone 15,Mobile,Samsung,64175.89,70116.04,74659.02,9.26,2024-07-05,Chennai,3,8
Dell Inspiron,Laptop,Lenovo,33479.46,34668.49,35530.37,3.55,2025-01-24,Mumbai,9,4
Redmi Note 14,Mobile,OnePlus,75716.0,78388.06,80324.51,3.53,2025-03-05,Chennai,9,17
Gold 22K 1g,Gold,Market,6763.01,8142.05,9304.22,20.39,2024-12-25,Mumbai,5,5
Realme GT,Mobile,Samsung,57932.24,70076.07,80358.67,20.96,2023-05-27,Mumbai,2,12
Silver 1g,Silver,Market,91.2,109.52,124.92,20.09,2023-06-19,Hyderabad,2,22
Milk 1L,Grocery,Britannia,92.6,115.03,134.53,24.22,2023-06-13,Pune,9,9
Premium Rice 1kg,Rice,IndiaGate,55.84,59.73,62.64,6.97,2024-04-17,Pune,8,7
Tomato 1kg,Vegetable,Local,59.67,62.72,64.96,5.11,2023-06-13,Delhi,9,9
Gold 24K 1g,Gold,Market,5747.16,5663.28,5605.42,-1.46,2024-08-13,Bangalore,9,24
Redmi Note 14,Mobile,Xiaomi,40405.35,41288.2,41919.7,2.18,2023-07-27,Pune,1,15
Gold 22K 1g,Gold,Market,6828.79,7739.11,8461.28,13.33,2023-06-24,Kolkata,8,1
Redmi Note 14,Mobile,OnePlus,33497.02,42553.27,50606.56,27.04,2023-10-09,Mumbai,2,11
Premium Rice 1kg,Rice,Fortune,58.68,60.43,61.69,2.98,2023-05-28,Hyderabad,3,6
Gold 24K 1g,Gold,Market,5693.43,5865.27,5989.19,3.02,2023-06-30,Chennai,1,21
Galaxy S24,Mobile,OnePlus,67747.66,74516.27,79727.67,9.99,2024-09-12,Chennai,5,0
Gold 24K 1g,Gold,Market,5864.18,7286.19,8522.97,24.25,2023-04-30,Chennai,5,18
Lenovo LOQ,Laptop,Lenovo,114792.32,112193.24,110415.08,-2.26,2024-02-14,Pune,3,12
Silver 1g,Silver,Market,78.99,86.06,91.45,8.95,2023-04-14,Bangalore,9,1
Potato 1kg,Vegetable,Local,63.36,78.13,90.88,23.31,2025-04-14,Pune,4,11
Dell Inspiron,Laptop,HP,98656.4,107916.04,115006.15,9.39,2023-04-25,Mumbai,1,24
Gold 22K 1g,Gold,Market,4748.9,5327.56,5781.98,12.19,2025-04-26,Kolkata,7,18
Galaxy S24,Mobile,Xiaomi,58279.58,66728.84,73500.79,14.5,2023-06-14,Kolkata,7,14
Potato 1kg,Vegetable,Local,27.3,33.29,38.4,21.94,2024-04-11,Pune,5,17
Diesel 1L,Fuel,IndianOil,115.09,136.49,154.26,18.59,2025-03-22,Kolkata,8,0
Silver 1g,Silver,Market,105.91,116.31,124.3,9.82,2023-05-24,Mumbai,5,4
Premium Rice 1kg,Rice,Local,72.61,77.59,81.32,6.86,2023-06-09,Kolkata,10,24
Premium Rice 1kg,Rice,Fortune,53.83,65.01,74.46,20.77,2024-03-14,Pune,8,13
Onion 1kg,Vegetable,Local,41.64,44.22,46.14,6.2,2023-12-01,Hyderabad,4,20
Petrol 1L,Fuel,IndianOil,110.75,120.11,127.22,8.45,2023-09-13,Delhi,9,0
Tomato 1kg,Vegetable,Local,53.13,54.64,55.73,2.84,2023-02-14,Chennai,9,6
Potato 1kg,Vegetable,Local,71.29,78.32,83.73,9.86,2025-04-09,Bangalore,9,17
Diesel 1L,Fuel,HP,74.66,93.78,110.59,25.61,2023-10-22,Bangalore,3,2
Gold 22K 1g,Gold,Market,6796.45,6825.93,6846.66,0.43,2025-04-14,Hyderabad,1,19
iPhone 15,Mobile,Apple,40202.23,43288.05,45613.93,7.68,2023-08-25,Delhi,9,12
Gold 24K 1g,Gold,Market,5343.91,5271.41,5221.35,-1.36,2025-02-26,Kolkata,3,0
