Product_Name,Category,Brand,Previous_Price,Current_Price,Growth_Rate,Future_Price,Date,Location,Discount,Quantity
Train AC 2-Tier,Travel Tickets,IRCTC,42480.83,46527.9,0.0953,61138.21,2024-07-04,Mumbai,0.8,305
Silver Bar 1kg,Silver,Tanishq,40758.03,31315.54,-0.2317,14202.09,2023-02-13,Jaipur,4.3,249
OnePlus 12,Mobiles,OnePlus,27169.73,30049.1,0.106,40653.4,2023-02-22,Bangalore,0.4,405
Air Conditioner 1.5T,Home Appliances,Whirlpool,46473.28,54321.67,0.1689,86757.13,2024-05-01,Delhi,7.4,68
Vivo X100,Mobiles,Vivo,44361.49,37908.16,-0.1455,23652.06,2023-01-27,Delhi,27.2,428
Flight International,Travel Tickets,Air India,38326.04,37730.96,-0.0155,36003.52,2025-04-24,Hyderabad,21.6,300
Gold Ring 5g,Gold,Senco Gold,84378.54,110157.28,0.3055,245100.29,2024-09-13,Bangalore,9.5,117
Gold 24K 10g,Gold,Tanishq,37352.09,39251.8,0.0509,45555.81,2025-06-29,Mumbai,21.9,276
Carrot 1kg,Fruits and Vegetables,Star Bazaar,282.24,304.13,0.0776,380.57,2025-04-22,Bangalore,28.6,4
Silver Chain 50g,Silver,MMTC-PAMP,55296.84,62100.75,0.123,87950.05,2025-12-14,Delhi,19.6,264
Motorcycle 150cc,Vehicles,Royal Enfield,1937288.48,2360482.63,0.2184,4269435.73,2025-12-08,Lucknow,28.9,392
Projector HD,Electronics,Epson,119970.35,129210.34,0.077,161415.18,2023-02-19,Ahmedabad,27.3,154
Programming Guide,Books,OReilly,1374.3,1430.81,0.0411,1614.58,2024-04-10,Bangalore,3.0,415
Petrol 1L,Fuel,Indian Oil,1002.72,1136.42,0.1333,1654.14,2023-05-04,Jaipur,11.2,290
"Smart TV 55""",Electronics,Samsung,133918.51,162165.09,0.2109,287926.88,2025-11-26,Kolkata,15.1,138
SSD NVMe 512GB,Computer Components,Samsung,67903.6,87244.51,0.2848,185031.08,2024-07-10,Pune,10.8,266
Silver Bangle 40g,Silver,Joyalukkas,72202.03,76013.04,0.0528,88700.43,2023-01-08,Lucknow,5.2,259
ASUS ROG Strix,Laptops,ASUS,156297.67,188510.08,0.2061,330738.33,2023-12-17,Delhi,9.3,457
DSLR Camera,Electronics,Canon,142874.59,172127.09,0.2047,300944.19,2024-05-21,Lucknow,19.7,395
Dell XPS 15,Laptops,Dell,69898.58,74893.4,0.0715,92134.03,2023-04-22,Jaipur,13.8,282
Hatchback Car,Vehicles,Tata Motors,464132.03,457607.59,-0.0141,438522.44,2025-11-01,Kolkata,28.5,1
Carrot 1kg,Fruits and Vegetables,Star Bazaar,342.24,392.64,0.1473,592.96,2025-12-02,Jaipur,9.5,9
Science Encyclopedia,Books,DK Publishing,1568.58,1722.45,0.0981,2280.72,2023-06-30,Chennai,12.0,215
Silver Ring 20g,Silver,Kalyan,29223.39,37669.48,0.289,80676.75,2023-05-30,Kolkata,15.1,167
Gold Ring 5g,Gold,Senco Gold,128685.21,119598.98,-0.0706,96014.2,2024-11-06,Ahmedabad,4.7,305
Diesel 1L,Fuel,Bharat Petroleum,402.49,374.57,-0.0694,301.87,2024-05-14,Ahmedabad,24.0,97
Bluetooth Speaker,Electronics,Sony,82250.37,84904.13,0.0323,93399.94,2025-07-13,Hyderabad,26.4,132
Banana 1dz,Fruits and Vegetables,Reliance Fresh,72.45,75.0,0.0352,83.2,2025-05-18,Ahmedabad,24.0,417
Nothing Phone 2,Mobiles,Nothing,45533.38,49083.86,0.078,61488.65,2025-08-26,Pune,5.7,50
Bus Volvo AC,Travel Tickets,RedBus,33214.23,28362.17,-0.1461,17658.77,2025-04-02,Kolkata,17.6,145
Hatchback Car,Vehicles,Tata Motors,1516070.83,1358914.43,-0.1037,978480.78,2025-03-08,Delhi,18.6,232
Programming Guide,Books,OReilly,502.7,551.7,0.0975,729.32,2025-01-25,Hyderabad,27.6,386
Wireless Earbuds,Electronics,JBL,63015.41,71067.4,0.1278,101945.18,2024-09-03,Mumbai,13.4,25
Compact SUV,Vehicles,Hyundai,875159.37,958513.49,0.0952,1259153.09,2024-12-03,Chennai,26.6,290
Formal Shirt,Clothing,Raymond,7626.86,10169.49,0.3334,24109.07,2024-01-16,Jaipur,27.1,277
Instant Coffee 250g,Grocery,Nescafe,896.08,876.67,-0.0217,820.83,2023-03-18,Kolkata,4.8,350
Gold Ring 5g,Gold,Senco Gold,59099.04,60165.8,0.0181,63492.29,2025-05-24,Hyderabad,28.0,386
Diesel 1L,Fuel,Bharat Petroleum,1125.35,1341.0,0.1916,2268.93,2024-03-20,Hyderabad,0.8,450
Ethnic Dress,Clothing,Biba,4302.26,3839.88,-0.1075,2729.87,2025-03-26,Pune,17.8,113
Engineering Textbook,Books,Pearson,684.52,808.89,0.1817,1334.78,2023-06-08,Delhi,26.5,261
Silver Bangle 40g,Silver,Joyalukkas,53597.39,59700.22,0.1139,82511.51,2023-10-02,Kolkata,28.4,424
Silver Coin 100g,Silver,Malabar Gold,76150.64,85892.49,0.1279,123244.34,2023-10-04,Chennai,26.3,494
Motherboard Z790,Computer Components,ASUS,27901.92,28651.62,0.0269,31026.56,2025-12-04,Delhi,7.9,221
Bus Volvo AC,Travel Tickets,RedBus,25249.33,28818.86,0.1414,42853.9,2024-04-25,Chennai,13.6,45
Hatchback Car,Vehicles,Tata Motors,2497604.35,3321812.51,0.33,7815019.02,2024-07-31,Bangalore,25.0,105
Pain Relief Gel 30g,Medicine,Himalaya,640.07,599.62,-0.0632,492.97,2023-05-28,Jaipur,10.7,410
Antacid Syrup 200ml,Medicine,Dabur,459.14,403.62,-0.1209,274.21,2025-07-08,Chennai,22.1,386
Silver Bar 1kg,Silver,Tanishq,62082.93,69632.45,0.1216,98248.44,2023-02-01,Bangalore,10.3,110
Gold Bangle 20g,Gold,Joyalukkas,80614.15,75884.53,-0.0587,63290.34,2025-04-12,Chennai,7.2,309
Gold Bangle 20g,Gold,Joyalukkas,54345.96,68880.4,0.2674,140228.66,2024-08-15,Hyderabad,19.5,329
Graphics Card RTX 4060,Computer Components,NVIDIA,30426.03,33620.63,0.105,45362.05,2023-02-01,Lucknow,17.4,88
Silver Anklet 30g,Silver,Senco,2800.97,2347.95,-0.1617,1383.21,2024-06-29,Bangalore,20.4,138
Silver Anklet 30g,Silver,Senco,41820.69,55296.02,0.3222,127816.03,2025-10-29,Ahmedabad,18.2,209
Diesel 1L,Fuel,Bharat Petroleum,110.51,100.31,-0.0923,75.02,2024-11-30,Kolkata,28.5,21
Bandage Roll 5m,Medicine,Johnson & Johnson,607.87,598.76,-0.015,572.22,2025-09-07,Kolkata,23.4,307
Sugar 5kg,Grocery,Trust,388.97,451.4,0.1605,705.5,2024-11-09,Pune,6.2,95
MSI Creator 16,Laptops,MSI,173807.92,214158.39,0.2322,400662.51,2025-01-18,Lucknow,19.6,428
Projector HD,Electronics,Epson,111196.48,124944.21,0.1236,177235.75,2025-12-06,Bangalore,6.0,257
Science Encyclopedia,Books,DK Publishing,1205.15,1341.03,0.1127,1847.45,2024-11-18,Delhi,14.3,120
Cabinet Mid Tower,Computer Components,NZXT,40340.13,45346.03,0.1241,64410.12,2024-09-12,Kolkata,23.6,245
Processor i7 14th Gen,Computer Components,Intel,68577.05,58370.33,-0.1488,35998.71,2024-04-18,Mumbai,22.7,142
Silver Bangle 40g,Silver,Joyalukkas,53371.54,61593.33,0.154,94656.65,2023-04-04,Delhi,26.5,388
Bus Volvo AC,Travel Tickets,RedBus,6725.73,7473.12,0.1111,10250.89,2025-08-11,Ahmedabad,10.1,139
Aviation Fuel 1L,Fuel,IOCL,682.64,645.6,-0.0543,546.04,2024-11-08,Hyderabad,15.8,342
Vitamin D3 60tabs,Medicine,Dr Reddys,567.85,548.0,-0.035,492.45,2025-03-03,Delhi,25.2,336
Antacid Syrup 200ml,Medicine,Dabur,169.16,164.5,-0.0275,151.3,2024-04-09,Mumbai,21.2,143
MSI Creator 16,Laptops,MSI,214538.71,186406.95,-0.1311,122284.52,2025-09-16,Jaipur,23.4,467
Cough Syrup 100ml,Medicine,Sun Pharma,30.84,31.07,0.0075,31.77,2024-08-09,Delhi,11.1,405
Carrot 1kg,Fruits and Vegetables,Star Bazaar,255.16,224.31,-0.1209,152.39,2023-07-02,Chennai,9.8,497
Silver Ring 20g,Silver,Kalyan,25779.18,25096.85,-0.0265,23154.06,2023-02-07,Hyderabad,25.4,419
Instant Coffee 250g,Grocery,Nescafe,664.77,629.09,-0.0537,533.09,2023-02-12,Bangalore,29.2,452
Electric Scooter,Vehicles,Ather,890462.66,811675.18,-0.0885,614684.53,2023-06-07,Bangalore,0.8,320
Fiction Novel,Books,Penguin,1767.94,1820.4,0.0297,1987.46,2024-12-11,Mumbai,26.9,278
Sports Bike 300cc,Vehicles,Kawasaki,1388357.85,1776361.04,0.2795,3720935.23,2024-03-06,Jaipur,21.6,205
Gaming Console,Electronics,PlayStation,13881.26,16289.81,0.1735,26324.81,2023-08-22,Kolkata,15.8,21
Graphics Card RTX 4060,Computer Components,NVIDIA,48389.38,50883.66,0.0515,59157.0,2024-02-17,Jaipur,22.3,4
LPG Cylinder 14.2kg,Fuel,Indane,567.41,644.84,0.1365,946.59,2023-04-13,Lucknow,20.6,130
"Monitor 27"" 165Hz",Computer Components,LG,74215.24,65229.76,-0.1211,44285.77,2025-02-16,Jaipur,15.3,346
Sugar 5kg,Grocery,Trust,1491.1,1404.08,-0.0584,1172.17,2023-02-05,Hyderabad,16.8,491
LPG Cylinder 14.2kg,Fuel,Indane,423.51,400.09,-0.0553,337.32,2024-08-29,Mumbai,16.3,92
Gaming Console,Electronics,PlayStation,119080.64,95395.44,-0.1989,49044.22,2024-09-01,Mumbai,4.0,254
Bandage Roll 5m,Medicine,Johnson & Johnson,522.27,384.98,-0.2629,154.18,2025-12-11,Delhi,15.6,390
Sunflower Oil 5L,Grocery,Fortune,685.15,818.69,0.1949,1396.74,2025-09-15,Kolkata,26.9,108
Amoxicillin 500mg,Medicine,Lupin,458.55,452.03,-0.0142,433.05,2023-07-13,Hyderabad,14.5,134
Compact SUV,Vehicles,Hyundai,856380.47,783757.77,-0.0848,600799.96,2024-03-01,Kolkata,22.9,195
Gold 24K 10g,Gold,Tanishq,35811.33,40062.01,0.1187,56088.48,2023-03-07,Lucknow,1.2,459
Vitamin D3 60tabs,Medicine,Dr Reddys,626.79,705.27,0.1252,1004.72,2023-11-25,Chennai,7.2,42
Google Pixel 8,Mobiles,Google,20573.1,19125.18,-0.0704,15363.63,2023-08-31,Ahmedabad,9.2,208
Water Purifier RO,Home Appliances,Kent,27582.95,34094.31,0.2361,64393.6,2025-07-13,Jaipur,14.7,432
Basmati Rice 5kg,Grocery,India Gate,1028.98,922.33,-0.1036,664.34,2023-11-11,Ahmedabad,10.7,111
Cabinet Mid Tower,Computer Components,NZXT,62652.51,60834.58,-0.029,55693.97,2024-01-02,Pune,27.3,347
Notebook Set 5pcs,Books,Classmate,2010.22,2086.05,0.0377,2330.99,2025-07-31,Kolkata,11.7,89
Gold Ring 5g,Gold,Senco Gold,51530.11,47535.44,-0.0775,37317.85,2023-12-20,Jaipur,26.0,474
Dell XPS 15,Laptops,Dell,121730.11,121168.72,-0.0046,119504.27,2024-01-01,Bangalore,20.2,313
Vacuum Cleaner,Home Appliances,Dyson,42512.57,44565.6,0.0483,51340.08,2023-07-24,Lucknow,19.0,4
Spinach 500g,Fruits and Vegetables,More Supermarket,122.58,159.52,0.3014,351.6,2024-10-18,Bangalore,2.1,187
Formal Shirt,Clothing,Raymond,2938.3,3209.5,0.0923,4182.76,2024-02-16,Bangalore,14.7,430
Motherboard Z790,Computer Components,ASUS,27978.36,32922.23,0.1767,53639.72,2024-01-09,Hyderabad,25.0,200
Sunflower Oil 5L,Grocery,Fortune,80.61,95.26,0.1817,157.19,2023-06-11,Lucknow,11.5,381
Bus Non-AC,Travel Tickets,KSRTC,16550.77,11926.28,-0.2794,4462.6,2023-02-21,Jaipur,7.4,489
SSD NVMe 512GB,Computer Components,Samsung,17051.59,16355.39,-0.0408,14434.06,2024-09-23,Bangalore,2.8,338
Sunflower Oil 5L,Grocery,Fortune,1221.2,1204.84,-0.0134,1157.05,2025-05-29,Bangalore,10.7,38
Dell XPS 15,Laptops,Dell,169463.41,182521.3,0.0771,228077.07,2025-04-24,Kolkata,24.7,331
Iodized Salt 1kg,Grocery,Catch,310.54,256.97,-0.1725,145.61,2025-12-17,Ahmedabad,5.7,107
LPG Cylinder 14.2kg,Fuel,Indane,692.02,804.71,0.1628,1265.19,2024-09-04,Delhi,7.3,320
Gold Ring 5g,Gold,Senco Gold,127955.92,149866.7,0.1712,240767.76,2025-07-11,Kolkata,23.0,494
Diesel 1L,Fuel,Bharat Petroleum,968.9,1007.97,0.0403,1134.81,2025-01-30,Jaipur,18.1,242
Sugar 5kg,Grocery,Trust,126.04,140.16,0.112,192.73,2025-10-07,Kolkata,12.4,380
Bus Volvo AC,Travel Tickets,RedBus,13173.23,15746.89,0.1954,26898.9,2025-08-21,Ahmedabad,25.9,101
Silver Chain 50g,Silver,MMTC-PAMP,72064.33,57204.64,-0.2062,28613.08,2025-09-11,Jaipur,29.8,386
Notebook Set 5pcs,Books,Classmate,3193.0,3344.64,0.0475,3844.25,2024-11-07,Ahmedabad,5.4,456
Gold Ring 5g,Gold,Senco Gold,64280.27,57322.68,-0.1082,40656.4,2025-03-27,Lucknow,24.5,470
Bluetooth Speaker,Electronics,Sony,32400.52,30615.62,-0.0551,25828.58,2025-02-21,Mumbai,2.4,404
Washing Machine 7kg,Home Appliances,LG,39256.4,51844.0,0.3207,119429.34,2025-06-07,Chennai,8.1,187
Kerosene 1L,Fuel,BPCL,200.86,212.73,0.0591,252.72,2023-12-19,Kolkata,9.2,95
Dishwasher,Home Appliances,Bosch,77516.4,69776.95,-0.0998,50901.32,2025-08-26,Jaipur,22.0,46
Nothing Phone 2,Mobiles,Nothing,37398.41,30780.01,-0.177,17158.06,2023-05-01,Jaipur,1.0,434
Gold 22K 10g,Gold,Malabar Gold,38470.09,38915.65,0.0116,40285.68,2024-04-29,Lucknow,3.6,413
Vitamin D3 60tabs,Medicine,Dr Reddys,780.94,819.5,0.0494,947.05,2024-08-15,Kolkata,18.2,100
Apple 1kg,Fruits and Vegetables,Nature Basket,203.19,210.67,0.0368,234.79,2024-05-30,Hyderabad,28.7,157
"Smart TV 55""",Electronics,Samsung,37535.95,31881.62,-0.1506,19537.87,2023-09-03,Ahmedabad,1.7,388
Formal Shirt,Clothing,Raymond,9724.25,9072.83,-0.067,7368.65,2024-10-23,Chennai,1.8,66
Train AC 2-Tier,Travel Tickets,IRCTC,20290.35,18694.0,-0.0787,14618.59,2024-07-25,Lucknow,25.0,357
Reference Manual,Books,McGraw Hill,2807.58,2412.12,-0.1409,1529.43,2025-04-25,Chennai,9.0,478
Air Purifier,Home Appliances,Philips,5888.71,7150.29,0.2142,12799.54,2025-12-16,Pune,4.5,182
Metro Monthly Pass,Travel Tickets,DMRC,21277.94,21104.3,-0.0082,20589.38,2024-03-22,Pune,25.5,58
"Monitor 27"" 165Hz",Computer Components,LG,11589.59,9610.5,-0.1708,5479.28,2023-04-14,Pune,11.9,204
Electric Scooter,Vehicles,Ather,598390.89,712071.33,0.19,1199953.41,2024-11-24,Chennai,27.8,375
Iodized Salt 1kg,Grocery,Catch,1314.69,1785.5,0.3581,4472.55,2023-07-25,Mumbai,13.7,358
Flight International,Travel Tickets,Air India,15378.49,14382.98,-0.0647,11767.97,2024-05-25,Chennai,8.6,319
Premium Tea 500g,Grocery,Tata Tea,324.13,320.62,-0.0108,310.34,2023-06-17,Lucknow,24.2,378
Sport Shoes,Clothing,Nike,10274.96,10108.84,-0.0162,9625.47,2025-04-18,Chennai,16.5,422
ASUS ROG Strix,Laptops,ASUS,103692.49,145308.49,0.4013,399838.27,2024-06-30,Delhi,7.7,300
CNG 1kg,Fuel,HP Gas,776.43,814.9,0.0495,942.0,2024-02-26,Lucknow,23.7,426
Multivitamin 30tabs,Medicine,Abbott,208.15,209.88,0.0083,215.15,2024-10-17,Bangalore,10.2,129
Silk Saree,Clothing,Fabindia,5691.89,4628.02,-0.1869,2487.87,2025-07-29,Bangalore,6.8,423
Engineering Textbook,Books,Pearson,2328.29,2223.15,-0.0452,1935.11,2025-05-31,Kolkata,0.6,60
Water Purifier RO,Home Appliances,Kent,57067.58,55347.85,-0.0301,50498.87,2025-09-17,Bangalore,5.2,483
Gold 22K 10g,Gold,Malabar Gold,55002.79,57501.09,0.0454,65693.68,2023-07-07,Chennai,14.8,69
Train AC 2-Tier,Travel Tickets,IRCTC,33275.35,37820.41,0.1366,55532.75,2024-05-19,Pune,22.8,175
Formal Shirt,Clothing,Raymond,6227.93,6572.73,0.0554,7726.75,2024-10-24,Mumbai,4.5,24
Kurta Set,Clothing,Manyavar,4345.23,3719.4,-0.144,2332.89,2024-02-08,Ahmedabad,26.3,247
Cough Syrup 100ml,Medicine,Sun Pharma,690.72,879.26,0.273,1813.85,2023-06-22,Mumbai,20.2,397
Silk Saree,Clothing,Fabindia,5172.52,4730.39,-0.0855,3617.83,2024-07-14,Bangalore,28.8,175
Basmati Rice 5kg,Grocery,India Gate,226.63,273.75,0.2079,482.44,2025-05-06,Jaipur,21.3,457
Washing Machine 7kg,Home Appliances,LG,60528.06,67435.79,0.1141,93253.03,2023-09-30,Hyderabad,12.1,308
Smart Watch,Electronics,Apple,120614.21,105153.85,-0.1282,69674.81,2025-10-14,Pune,10.3,37
Silver Ring 20g,Silver,Kalyan,31524.25,41749.93,0.3244,96986.94,2024-06-17,Pune,3.2,403
Kurta Set,Clothing,Manyavar,6483.54,6133.03,-0.0541,5190.52,2024-05-29,Ahmedabad,18.6,389
Competitive Exam Guide,Books,Arihant,3481.1,2840.6,-0.184,1543.41,2023-04-07,Bangalore,5.5,92
Silver Anklet 30g,Silver,Senco,74602.68,92678.74,0.2423,177688.6,2025-07-25,Kolkata,20.6,255
Competitive Exam Guide,Books,Arihant,497.93,644.84,0.295,1400.43,2023-04-23,Bangalore,20.1,180
Vacuum Cleaner,Home Appliances,Dyson,74944.74,101004.24,0.3477,247240.32,2023-04-04,Hyderabad,18.8,339
Nothing Phone 2,Mobiles,Nothing,99130.52,138940.51,0.4016,382561.41,2024-07-16,Lucknow,1.7,260
Metro Monthly Pass,Travel Tickets,DMRC,15737.02,16792.18,0.067,20398.6,2024-09-20,Delhi,5.1,121
Silver Bangle 40g,Silver,Joyalukkas,25788.89,27216.3,0.0553,31985.78,2023-01-25,Delhi,10.9,166
DSLR Camera,Electronics,Canon,11192.26,11324.11,0.0118,11729.73,2025-05-08,Delhi,22.7,391
Banana 1dz,Fruits and Vegetables,Reliance Fresh,28.04,34.31,0.2236,62.85,2023-11-18,Hyderabad,7.6,182
Microwave Oven 25L,Home Appliances,IFB,78799.29,79743.93,0.012,82649.3,2025-06-03,Jaipur,14.1,253
Silver Bar 1kg,Silver,Tanishq,6975.38,6080.57,-0.1283,4027.59,2023-10-10,Kolkata,26.4,370
Metro Monthly Pass,Travel Tickets,DMRC,25602.31,26680.33,0.0421,30193.91,2023-06-12,Bangalore,24.8,260
Silver Ring 20g,Silver,Kalyan,18885.06,21471.29,0.1369,31551.86,2025-11-23,Kolkata,29.9,230
Washing Machine 7kg,Home Appliances,LG,75508.79,107340.5,0.4216,308386.86,2025-07-31,Lucknow,23.7,139
Premium Tea 500g,Grocery,Tata Tea,1360.22,1698.79,0.2489,3309.2,2024-12-26,Bangalore,12.1,286
Carrot 1kg,Fruits and Vegetables,Star Bazaar,130.95,163.52,0.2487,318.38,2023-12-13,Kolkata,3.7,114
Realme GT 5 Pro,Mobiles,Realme,138789.16,144166.16,0.0387,161559.96,2024-07-21,Bangalore,21.0,68
Graphics Card RTX 4060,Computer Components,NVIDIA,66288.04,53410.87,-0.1943,27935.07,2025-04-24,Kolkata,25.7,326
Silver Coin 100g,Silver,Malabar Gold,70113.93,80941.62,0.1544,124520.5,2025-08-03,Hyderabad,25.8,443
Spinach 500g,Fruits and Vegetables,More Supermarket,267.46,292.61,0.094,383.13,2024-11-15,Hyderabad,22.2,294
CNG 1kg,Fuel,HP Gas,1126.86,1315.39,0.1673,2092.19,2023-08-31,Kolkata,7.1,451
Fiction Novel,Books,Penguin,421.71,498.82,0.1829,825.63,2023-10-16,Lucknow,28.5,444
Kerosene 1L,Fuel,BPCL,272.46,267.72,-0.0174,253.99,2023-04-11,Ahmedabad,13.2,102
HP Pavilion 15,Laptops,HP,214652.13,251554.28,0.1719,404858.6,2023-11-11,Bangalore,7.1,22
LPG Cylinder 14.2kg,Fuel,Indane,1123.03,1140.56,0.0156,1194.78,2024-09-13,Hyderabad,4.3,171
ASUS ROG Strix,Laptops,ASUS,150679.41,164593.54,0.0923,214505.58,2023-10-04,Jaipur,5.3,306
Sport Shoes,Clothing,Nike,5606.97,5607.17,0.0,5607.17,2025-08-10,Ahmedabad,0.9,338
Wireless Earbuds,Electronics,JBL,131307.82,182683.29,0.3913,491995.56,2023-05-30,Chennai,4.3,224
Formal Shirt,Clothing,Raymond,9808.79,10798.74,0.1009,14408.43,2023-10-30,Lucknow,25.5,363
Engineering Textbook,Books,Pearson,3457.3,2707.57,-0.2169,1300.26,2024-04-21,Mumbai,18.7,390
Sports Bike 300cc,Vehicles,Kawasaki,413052.29,361449.77,-0.1249,242226.14,2023-02-04,Bangalore,6.9,360
Power Supply 750W,Computer Components,Cooler Master,71144.87,85319.66,0.1992,147137.7,2023-08-05,Hyderabad,3.7,225
LPG Cylinder 14.2kg,Fuel,Indane,1076.85,1229.19,0.1415,1828.3,2024-04-28,Mumbai,24.2,101
Train AC 2-Tier,Travel Tickets,IRCTC,33409.53,35348.21,0.058,41862.43,2024-09-27,Lucknow,26.3,108
Notebook Set 5pcs,Books,Classmate,821.82,874.74,0.0644,1054.86,2023-07-02,Pune,4.8,35
Science Encyclopedia,Books,DK Publishing,703.38,812.52,0.1552,1252.58,2025-08-01,Hyderabad,5.8,55
Mountain Bicycle,Vehicles,Hero Cycles,1774479.67,1582652.39,-0.1081,1122881.77,2023-10-19,Delhi,15.5,456
Acer Nitro 5,Laptops,Acer,105795.14,123632.01,0.1686,197300.68,2023-02-19,Kolkata,5.1,180
"Monitor 27"" 165Hz",Computer Components,LG,6087.16,6360.57,0.0449,7256.38,2025-11-17,Lucknow,30.0,381
CNG 1kg,Fuel,HP Gas,914.37,1100.82,0.2039,1920.82,2024-04-11,Bangalore,11.8,429
Banana 1dz,Fruits and Vegetables,Reliance Fresh,283.88,309.76,0.0912,402.47,2023-12-30,Mumbai,1.8,78
Amoxicillin 500mg,Medicine,Lupin,573.74,646.29,0.1265,923.89,2023-10-30,Pune,10.7,230
MacBook Air M3,Laptops,Apple,37734.06,45788.19,0.2134,81802.29,2024-12-31,Hyderabad,25.9,240
Motorcycle 150cc,Vehicles,Royal Enfield,1693810.43,2177163.27,0.2854,4623872.88,2023-11-24,Bangalore,17.3,167
Silver Bangle 40g,Silver,Joyalukkas,66400.95,66233.8,-0.0025,65738.29,2025-10-09,Bangalore,27.3,102
Mango 1kg,Fruits and Vegetables,DMart,37.05,32.49,-0.1231,21.91,2023-11-24,Ahmedabad,20.1,192
Diesel 1L,Fuel,Bharat Petroleum,735.31,840.57,0.1432,1255.86,2024-11-21,Ahmedabad,27.9,281
Compact SUV,Vehicles,Hyundai,1594677.14,1641930.79,0.0296,1792092.61,2023-11-11,Chennai,2.1,125
Gold Ring 5g,Gold,Senco Gold,56024.39,61834.57,0.1037,83135.11,2023-04-07,Kolkata,27.6,193
Wheat Flour 10kg,Grocery,Aashirvaad,816.91,991.94,0.2143,1776.08,2024-07-18,Chennai,26.5,359
Electric Car,Vehicles,MG Motors,285261.33,303713.33,0.0647,366560.46,2024-02-09,Kolkata,5.0,258
Dell XPS 15,Laptops,Dell,93954.37,103857.55,0.1054,140280.23,2025-06-14,Delhi,27.2,245
Microwave Oven 25L,Home Appliances,IFB,62057.46,66863.75,0.0774,83622.21,2024-10-18,Chennai,7.2,198
Graphics Card RTX 4060,Computer Components,NVIDIA,7683.77,7450.11,-0.0304,6791.11,2024-03-18,Pune,2.9,8
Formal Shirt,Clothing,Raymond,5421.79,5513.94,0.017,5799.96,2023-11-04,Mumbai,18.8,465
Air Conditioner 1.5T,Home Appliances,Whirlpool,16439.53,13201.17,-0.197,6835.32,2025-09-01,Kolkata,0.6,292
Projector HD,Electronics,Epson,129449.59,168867.84,0.3045,374868.72,2024-06-17,Mumbai,23.6,263
Washing Machine 7kg,Home Appliances,LG,36251.78,44807.54,0.236,84607.04,2023-09-20,Bangalore,25.3,12
Bluetooth Speaker,Electronics,Sony,61528.43,62619.63,0.0177,66003.93,2023-11-30,Lucknow,27.9,347
Potato 1kg,Fruits and Vegetables,FreshToHome,108.43,100.71,-0.0712,80.69,2025-03-28,Mumbai,2.9,20
Silver Chain 50g,Silver,MMTC-PAMP,43608.92,41103.67,-0.0574,34424.12,2024-05-19,Delhi,19.5,441
HP Spectre x360,Laptops,HP,53854.59,70877.92,0.3161,161576.29,2025-06-02,Chennai,18.4,55
Compact SUV,Vehicles,Hyundai,1373439.17,1118992.65,-0.1853,605090.57,2024-07-10,Kolkata,28.8,305
Denim Jeans,Clothing,Levis,6217.58,6199.07,-0.003,6143.45,2024-10-03,Delhi,26.2,313
Dell XPS 15,Laptops,Dell,79386.24,97214.95,0.2246,178531.9,2024-02-21,Chennai,28.4,417
Power Supply 750W,Computer Components,Cooler Master,69516.07,72048.8,0.0364,80206.39,2024-03-09,Bangalore,29.9,39
Multivitamin 30tabs,Medicine,Abbott,334.6,356.51,0.0655,431.25,2023-01-11,Ahmedabad,4.1,202
Air Purifier,Home Appliances,Philips,23964.68,27810.1,0.1605,43464.83,2023-12-16,Mumbai,6.9,370
Google Pixel 8,Mobiles,Google,111029.76,108638.37,-0.0215,101780.77,2024-02-21,Kolkata,15.2,129
Science Encyclopedia,Books,DK Publishing,342.62,317.36,-0.0737,252.24,2023-06-23,Mumbai,17.0,195
Flight Domestic,Travel Tickets,IndiGo,27951.98,30086.97,0.0764,37523.17,2023-05-07,Jaipur,9.9,174
Xiaomi 14,Mobiles,Xiaomi,58721.11,69201.83,0.1785,113267.77,2025-03-25,Delhi,25.6,437
RAM DDR5 16GB,Computer Components,Corsair,46086.15,42185.34,-0.0846,32358.94,2024-10-01,Chennai,14.7,475
Toor Dal 2kg,Grocery,Tata,633.51,649.31,0.0249,699.03,2024-10-02,Delhi,19.0,40
Toor Dal 2kg,Grocery,Tata,849.07,927.97,0.0929,1211.37,2025-10-06,Mumbai,28.9,218
Programming Guide,Books,OReilly,385.58,488.84,0.2678,996.14,2024-01-18,Bangalore,19.4,262
Sedan Car,Vehicles,Maruti Suzuki,1970804.97,1825244.25,-0.0739,1449755.09,2025-02-27,Kolkata,7.5,2
Bus Volvo AC,Travel Tickets,RedBus,30941.82,37604.02,0.2153,67497.05,2023-11-05,Chennai,15.9,187
Spinach 500g,Fruits and Vegetables,More Supermarket,180.22,201.15,0.1161,279.66,2025-04-26,Ahmedabad,28.2,401
Potato 1kg,Fruits and Vegetables,FreshToHome,44.6,50.43,0.1307,72.9,2023-06-24,Bangalore,0.0,88
RAM DDR5 16GB,Computer Components,Corsair,12023.56,12574.65,0.0458,14382.75,2024-10-03,Hyderabad,14.3,309
Silver Coin 100g,Silver,Malabar Gold,74372.93,72245.97,-0.0286,66222.86,2023-04-26,Chennai,14.0,485
Fiction Novel,Books,Penguin,1604.9,1474.94,-0.081,1144.78,2024-10-01,Chennai,8.2,40
Motorcycle 150cc,Vehicles,Royal Enfield,1044317.68,1211022.19,0.1596,1888324.9,2023-08-15,Hyderabad,11.7,345
